,category_id,category_name,prof_id,prof_name
484,22,"Туризм, гостиницы, рестораны",22.531,Управление туристическим бизнесом
485,22,"Туризм, гостиницы, рестораны",22.757,Другое
486,22,"Туризм, гостиницы, рестораны",22.11,Авиабилеты
487,22,"Туризм, гостиницы, рестораны",22.35,Банкеты
488,22,"Туризм, гостиницы, рестораны",22.39,Бронирование
489,22,"Туризм, гостиницы, рестораны",22.55,"Гид, Экскурсовод"
490,22,"Туризм, гостиницы, рестораны",22.104,Кейтеринг
491,22,"Туризм, гостиницы, рестораны",22.175,"Начальный уровень, Мало опыта"
492,22,"Туризм, гостиницы, рестораны",22.193,"Официант, Бармен"
493,22,"Туризм, гостиницы, рестораны",22.198,"Организация встреч, Конференций"
494,22,"Туризм, гостиницы, рестораны",22.199,Организация туристических продуктов
495,22,"Туризм, гостиницы, рестораны",22.204,Персонал кухни
496,22,"Туризм, гостиницы, рестораны",22.223,Продажа туристических услуг
497,22,"Туризм, гостиницы, рестораны",22.248,"Размещение, Обслуживание гостей"
498,22,"Туризм, гостиницы, рестораны",22.316,Управление гостиницами
499,22,"Туризм, гостиницы, рестораны",22.329,"Управление ресторанами, Барами"
500,22,"Туризм, гостиницы, рестораны",22.353,Шеф-повар
501,24,"Спортивные клубы, фитнес, салоны красоты",24.492,Массажист
502,24,"Спортивные клубы, фитнес, салоны красоты",24.493,Парикмахер
503,24,"Спортивные клубы, фитнес, салоны красоты",24.624,Ногтевой сервис
504,24,"Спортивные клубы, фитнес, салоны красоты",24.753,Другое
505,24,"Спортивные клубы, фитнес, салоны красоты",24.377,Косметология
506,24,"Спортивные клубы, фитнес, салоны красоты",24.378,Тренерский состав
507,24,"Спортивные клубы, фитнес, салоны красоты",24.379,Администрация
508,24,"Спортивные клубы, фитнес, салоны красоты",24.380,Продажи
509,29,Рабочий персонал,29.495,Грузчик
510,29,Рабочий персонал,29.510,Слесарь
511,29,Рабочий персонал,29.511,"Токарь, Фрезеровщик"
512,29,Рабочий персонал,29.512,Фасовщик
513,29,Рабочий персонал,29.513,Столяр
514,29,Рабочий персонал,29.514,Сварщик
515,29,Рабочий персонал,29.515,Электрик
516,29,Рабочий персонал,29.516,Швея
517,29,Рабочий персонал,29.517,Сборщик
518,29,Рабочий персонал,29.540,Гардеробщик
519,29,Рабочий персонал,29.541,"Дворник, Уборщик"
520,29,Рабочий персонал,29.542,Дорожные рабочие
521,29,Рабочий персонал,29.543,Жестянщик
522,29,Рабочий персонал,29.544,Заправщик картриджей
523,29,Рабочий персонал,29.545,"Комплектовщик, Укладчик-упаковщик"
524,29,Рабочий персонал,29.546,Краснодеревщик
525,29,Рабочий персонал,29.547,Кузнец
526,29,Рабочий персонал,29.548,Лифтер
527,29,Рабочий персонал,29.549,Машинист производства
528,29,Рабочий персонал,29.550,Машинист сцены
529,29,Рабочий персонал,29.551,Машинист экскаватора
530,29,Рабочий персонал,29.552,Механик
531,29,Рабочий персонал,29.553,Оператор станков
532,29,Рабочий персонал,29.554,"Пастух, Чабан"
533,29,Рабочий персонал,29.555,Перемотчик
534,29,Рабочий персонал,29.556,Разнорабочий
535,29,Рабочий персонал,29.557,Сантехник
536,29,Рабочий персонал,29.558,Шлифовщик
537,29,Рабочий персонал,29.559,Штукатур
538,29,Рабочий персонал,29.560,"Электромонтер, Кабельщик"
539,29,Рабочий персонал,29.561,Ювелир
540,29,Рабочий персонал,29.581,Монтажник
541,29,Рабочий персонал,29.582,Проводник
542,29,Рабочий персонал,29.583,Маляр
543,29,Рабочий персонал,29.588,Другое
544,29,Рабочий персонал,29.162,Наладчик
545,27,Домашний персонал,27.496,"Воспитатель, Гувернантка/гувернёр, Няня"
546,27,Домашний персонал,27.497,"домработница/домработник, Горничная"
547,27,Домашний персонал,27.498,Персональный водитель
548,27,Домашний персонал,27.499,Садовник
549,27,Домашний персонал,27.500,Повар
550,27,Домашний персонал,27.501,Сиделка
551,27,Домашний персонал,27.533,"Помощник по хозяйству, Управляющий"
552,27,Домашний персонал,27.584,Репетитор
553,27,Домашний персонал,27.741,Другое
554,15,"Начало карьеры, студенты",15.730,Бухгалтерия
555,15,"Начало карьеры, студенты",15.731,Закупки
556,15,"Начало карьеры, студенты",15.750,Другое
557,15,"Начало карьеры, студенты",15.764,Рабочий персонал
558,15,"Начало карьеры, студенты",15.68,Добыча сырья
559,15,"Начало карьеры, студенты",15.93,"Информационные технологии, Интернет, Мультимедиа"
560,15,"Начало карьеры, студенты",15.96,"Искусство, Развлечения, Масс-медиа"
561,15,"Начало карьеры, студенты",15.140,"Маркетинг, Реклама, PR"
562,15,"Начало карьеры, студенты",15.146,"Медицина, Фармацевтика"
563,15,"Начало карьеры, студенты",15.167,"Наука, Образование"
564,15,"Начало карьеры, студенты",15.237,"Производство, Технологии"
565,15,"Начало карьеры, студенты",15.281,Страхование
566,15,"Начало карьеры, студенты",15.288,"Строительство, Архитектура"
567,15,"Начало карьеры, студенты",15.308,"Транспорт, Логистика"
568,15,"Начало карьеры, студенты",15.313,"Туризм, Гостиницы, Рестораны"
569,15,"Начало карьеры, студенты",15.320,Управление персоналом
570,15,"Начало карьеры, студенты",15.346,"Финансы, Банки, Инвестиции"
571,15,"Начало карьеры, студенты",15.363,Юристы
572,15,"Начало карьеры, студенты",15.388,Административный персонал
573,15,"Начало карьеры, студенты",15.389,Продажи
574,15,"Начало карьеры, студенты",15.390,Автомобильный бизнес
575,15,"Начало карьеры, студенты",15.391,Консультирование
576,25,Инсталляция и сервис,25.743,Другое
577,25,Инсталляция и сервис,25.381,Сервисный инженер
578,25,Инсталляция и сервис,25.382,Руководитель сервисного центра
579,25,Инсталляция и сервис,25.383,Менеджер по сервису - сетевые и телекоммуникационные технологии
580,25,Инсталляция и сервис,25.384,Менеджер по сервису - промышленное оборудование
581,25,Инсталляция и сервис,25.385,Менеджер по сервису - транспорт
582,25,Инсталляция и сервис,25.386,Инсталляция и настройка оборудования
583,12,Консультирование,12.746,Другое
584,12,Консультирование,12.5,"Internet, E-Commerce"
585,12,Консультирование,12.6,Knowledge management
586,12,Консультирование,12.7,PR Consulting
587,12,Консультирование,12.92,Информационные технологии
588,12,Консультирование,12.97,Исследования рынка
589,12,Консультирование,12.122,Корпоративные финансы
590,12,Консультирование,12.180,"Начальный уровень, Мало опыта"
591,12,Консультирование,12.197,Организационное консультирование
592,12,Консультирование,12.251,Реинжиниринг бизнес процессов
593,12,Консультирование,12.252,"Реинжиниринг, Аутсорсинг финансовой функции"
594,12,Консультирование,12.280,Стратегия
595,12,Консультирование,12.322,Управление практикой
596,12,Консультирование,12.326,Управление проектами
597,12,Консультирование,12.331,Управленческое консультирование
598,12,Консультирование,12.376,Недвижимость
599,14,"Наука, образование",14.749,Другое
600,14,"Наука, образование",14.762,Дошкольное образование
601,14,"Наука, образование",14.37,Биотехнологии
602,14,"Наука, образование",14.60,Гуманитарные науки
603,14,"Наука, образование",14.87,Инженерные науки
604,14,"Наука, образование",14.91,"Информатика, Информационные системы"
605,14,"Наука, образование",14.141,Математика
606,14,"Наука, образование",14.169,Науки о Земле
607,14,"Наука, образование",14.178,"Начальный уровень, Мало опыта"
608,14,"Наука, образование",14.217,Преподавание
609,14,"Наука, образование",14.340,Физика
610,14,"Наука, образование",14.349,Химия
611,14,"Наука, образование",14.355,"Экономика, Менеджмент"
612,14,"Наука, образование",14.364,Языки
613,6,"Управление персоналом, тренинги",6.758,Другое
614,6,"Управление персоналом, тренинги",6.107,Компенсации и льготы
615,6,"Управление персоналом, тренинги",6.184,"Начальный уровень, Мало опыта"
616,6,"Управление персоналом, тренинги",6.247,Развитие персонала
617,6,"Управление персоналом, тренинги",6.254,Рекрутмент
618,6,"Управление персоналом, тренинги",6.309,Тренинги
619,6,"Управление персоналом, тренинги",6.319,Управление персоналом
620,6,"Управление персоналом, тренинги",6.336,Учет кадров
